ID,DOMAIN,COUNT
293040,10875 10875 10875 40000 0 18 0 2 2 5,1
290381,30000 30000 30000 65000 0 14 3 6 1 1,1
168524,3625 3625 3625 90000 0 17 0 0 2 1,1
201097,13000 13000 13000 62000 1 15 3 4 1 0,1
78784,25000 25000 25000 71000 1 15 3 1 1 1,1
162844,20000 20000 20000 116000 0 23 1 10 2 1,1
51018,10825 10825 10825 35000 0 12 3 1 1 5,1
399291,18000 18000 18000 69000 1 22 5 9 0 5,1
276449,15000 15000 15000 57600 0 8 2 10 1 1,1
230994,12000 12000 12000 65000 1 20 0 5 0 5,1
352748,21600 21600 21600 140000 0 17 0 3 1 1,1
70027,6000 6000 6000 34000 0 9 4 6 1 5,1
104355,14000 14000 13985 105000 0 6 2 10 2 1,1
371164,30000 30000 30000 120000 0 14 3 6 1 5,1
171106,20000 20000 20000 83000 0 10 4 10 2 1,1
327456,4800 4800 4800 70000 0 13 3 1 1 0,1
346818,1600 1600 1600 30000 0 16 3 1 2 5,1
303161,1000 1000 1000 25200 0 10 4 10 1 5,1
387272,35000 35000 35000 98000 1 19 0 2 0 5,1
264349,4800 4800 4800 67000 0 12 3 2 1 5,1
123359,6000 6000 5950 79000 0 9 2 3 0 1,1
64534,25000 25000 25000 130000 1 12 3 9 2 1,1
108142,20000 20000 19850 130000 1 24 5 10 2 1,1
7613,4300 4300 4300 47500 0 7 2 1 2 5,1
24084,11000 11000 11000 35360 0 11 4 5 0 5,1
269822,10725 10725 10725 50000 1 24 5 10 1 1,1
159130,14000 14000 14000 60500 0 11 4 1 2 5,1
296126,10000 10000 10000 43000 0 11 4 4 0 5,1
318928,18000 18000 18000 58300 0 16 3 0 2 5,1
437048,32000 32000 32000 107000 1 12 3 10 0 1,1
490205,4875 4875 4875 23000 0 14 3 2 2 5,1
292760,21850 21850 21850 55000 1 19 0 4 0 1,1
402878,12225 12225 12225 36000 0 24 5 -1 2 0,1
450792,18000 18000 18000 40000 1 10 4 4 2 1,1
356755,15000 15000 15000 50000 0 8 4 0 2 0,1
239627,9475 9475 9475 80000 0 17 0 6 2 1,1
129119,14000 14000 14000 52000 1 6 2 5 2 1,1
138820,24400 24400 24400 70000 1 19 0 1 0 5,1
416979,16000 16000 16000 70000 0 5 2 6 1 1,1
145953,28000 28000 28000 95000 0 14 3 0 1 0,1
451051,8000 8000 8000 35000 0 16 3 5 0 1,1
421643,7200 7200 7200 57075 0 13 3 10 0 5,1
28268,20000 20000 20000 60000 0 15 3 1 2 1,1
79372,7700 7700 7700 72000 0 12 3 3 1 1,1
367480,20000 20000 20000 146000 0 6 2 10 2 0,1
252812,22000 22000 21750 100000 0 8 4 2 2 1,1
297715,4800 4800 4800 28000 0 12 3 1 1 5,1
80310,10000 10000 10000 46914 1 17 0 7 1 5,1
442623,12000 12000 12000 56000 1 19 1 10 1 1,1
279095,25000 25000 24975 124000 0 9 4 10 1 1,1
10315,10000 10000 10000 51000 0 9 4 10 1 0,1
306753,40000 40000 40000 135000 0 10 4 5 1 1,1
344780,6250 6250 6250 53000 0 14 3 2 0 0,1
5865,5000 5000 5000 51478 0 18 0 10 2 5,1
185340,13200 13200 13200 48000 1 13 3 10 0 5,1
468013,21000 21000 21000 73000 1 12 4 2 1 5,1
303057,3600 3600 3600 27000 0 13 3 -1 0 5,1
337777,16000 16000 16000 99000 0 11 4 1 1 1,1
292205,32400 32400 32400 68000 1 14 3 2 1 1,1
297317,10000 10000 9950 30000 0 15 3 1 1 0,1
245533,35000 35000 34700 165000 1 15 0 1 0 1,1
35450,12000 12000 12000 36000 0 22 1 -1 2 0,1
182013,10000 10000 10000 39000 1 26 1 10 0 0,1
470597,17000 17000 17000 65186 0 7 2 9 1 1,1
150280,35000 35000 35000 86000 0 6 2 10 0 5,1
11924,35000 35000 35000 106000 1 16 0 2 1 0,1
126254,25000 25000 25000 100000 1 15 3 1 2 1,1
461838,7000 7000 7000 90000 0 24 1 4 0 5,1
379208,5000 5000 5000 65000 0 6 2 4 2 5,1
491529,23000 23000 23000 50000 0 13 3 10 2 5,1
46496,17600 17600 17600 100000 0 10 4 4 2 1,1
431603,15000 15000 15000 350000 0 7 2 3 1 1,1
119252,40000 40000 40000 60000 1 15 3 6 0 5,1
239124,37100 37100 37100 65000 1 9 4 10 0 1,1
456198,12000 12000 12000 130000 1 12 3 10 1 1,1
158828,2400 2400 2400 37000 0 17 0 10 0 1,1
379457,10000 10000 10000 82000 0 20 0 -1 2 0,1
362973,40000 40000 40000 173600 1 9 4 8 0 1,1
106434,4050 4050 4050 27040 0 9 4 3 1 1,1
460113,7000 7000 7000 35350 0 9 4 3 1 5,1
249995,11200 11200 11200 72110 0 9 4 10 1 5,1
159465,2200 2200 2200 60000 0 17 0 3 2 5,1
41849,6000 6000 6000 55000 0 16 0 3 1 5,1
239301,14000 14000 14000 59000 1 29 5 0 1 5,1
402619,10000 10000 10000 76000 0 8 4 3 2 1,1
315013,14000 14000 14000 58000 0 10 4 2 1 5,1
72045,23000 23000 23000 103532 0 6 2 10 0 1,1
41855,20000 20000 20000 130388 0 13 3 10 0 1,1
70459,13000 13000 13000 80000 0 11 4 3 2 5,1
233161,19650 19650 19650 54705 1 24 5 4 0 1,1
59219,5000 5000 5000 23000 0 13 3 10 1 1,1
493987,27650 27650 27650 95000 1 20 1 4 2 5,1
131455,8000 8000 8000 400000 0 6 2 10 0 1,1
175321,15000 15000 15000 147000 0 13 3 10 2 1,1
86661,35000 35000 35000 105000 0 10 4 4 0 0,1
152467,35000 35000 34750 160000 1 13 3 10 0 5,1
248531,10900 10900 10900 60000 0 15 0 5 2 5,1
42879,8775 8775 8775 60000 0 13 3 10 2 1,1
420240,2500 2500 2500 48500 0 11 4 10 2 5,1
297788,28800 28800 28800 79000 1 11 4 10 2 0,1
459020,3000 3000 2750 65000 0 12 4 10 2 0,1
204998,19475 19475 19475 44304 0 14 3 10 0 0,1
369354,7500 7500 7500 36000 0 14 3 5 1 5,1
333632,28000 28000 28000 82000 1 20 1 7 0 5,1
440333,13000 13000 13000 63000 1 14 3 10 0 1,1
162540,18600 18600 18600 46500 0 10 4 -1 0 0,1
99696,4000 4000 3100 60000 0 7 2 5 2 1,1
214117,10000 10000 10000 146000 0 13 3 4 2 5,1
476330,10475 10475 10475 25000 0 11 4 5 1 1,1
216335,25000 25000 25000 94000 0 14 3 8 0 1,1
493204,9000 9000 9000 45504 0 9 4 10 2 5,1
461553,3850 3850 3850 40000 0 8 2 1 2 5,1
313648,12875 12875 12875 79000 0 5 2 2 2 1,1
295532,15000 15000 15000 40000 0 18 0 4 1 5,1
198316,10200 10200 10200 30000 0 12 4 1 2 5,1
413107,7500 7500 7500 49000 0 8 2 -1 2 1,1
256406,16000 16000 15750 85000 0 7 2 5 2 1,1
154814,4200 4200 4200 10000 0 18 1 3 0 5,1
198049,35000 35000 35000 403000 0 7 2 5 1 1,1
375869,17775 17775 17750 45000 0 16 0 10 2 1,1
473303,32000 32000 32000 100000 1 17 0 0 0 1,1
322796,36000 36000 36000 69201 1 12 4 10 1 5,1
216227,10000 10000 10000 150000 0 22 1 10 1 1,1
312786,20000 20000 20000 53000 1 19 0 10 1 5,1
182932,25000 25000 25000 115000 0 15 3 2 1 0,1
472885,8000 8000 8000 35000 0 14 3 5 2 5,1
202540,10000 10000 10000 66200 1 9 4 10 1 1,1
490887,5000 5000 5000 32000 0 22 1 6 0 1,1
129984,15000 15000 15000 43000 1 13 3 4 0 1,1
337638,10000 10000 10000 82560 0 9 4 7 2 1,1
477791,14000 14000 14000 75000 0 11 4 5 1 0,1
10069,7750 7750 7750 59000 0 10 4 10 1 1,1
211827,5700 5700 5700 29500 0 16 3 0 2 0,1
62227,9100 9100 9100 128900 0 29 5 0 1 5,1
53172,7000 7000 7000 75000 0 11 4 4 1 0,1
222496,2875 2875 2875 30000 0 11 4 1 2 1,1
40542,35000 35000 35000 93000 0 15 3 7 1 5,1
58938,1875 1875 1875 61000 0 14 3 10 1 1,1
99341,14000 14000 14000 53604 0 7 2 -1 2 5,1
316230,5600 5600 5600 41200 0 10 4 8 0 5,1
291552,20000 20000 20000 85000 1 16 0 1 0 1,1
287748,30000 30000 30000 95009 1 16 3 10 1 1,1
381563,18625 18625 18625 74000 1 17 0 5 1 5,1
411559,2675 2675 2675 14000 0 16 0 1 1 0,1
262951,8000 8000 8000 46000 0 11 3 1 2 5,1
483441,12000 12000 12000 82400 1 8 4 3 1 0,1
450011,3500 3500 3500 129000 0 13 3 10 2 0,1
298625,6400 6400 6400 104000 0 5 2 0 2 5,1
86607,14000 14000 14000 70000 0 15 3 10 1 5,1
89204,20000 20000 20000 82400 0 14 3 4 2 1,1
431755,20000 14800 14750 89000 1 21 1 10 0 5,1
447718,13550 13550 13550 40000 0 14 3 0 1 5,1
238637,10000 10000 9975 85000 0 10 4 2 2 5,1
412474,19000 19000 19000 251000 0 9 4 6 2 5,1
215328,30000 30000 30000 24000 0 10 4 3 0 5,1
416124,11600 11600 11600 29000 0 12 3 0 1 5,1
29985,21500 21500 21500 72500 0 16 3 5 0 5,1
451896,30000 30000 30000 99000 1 7 2 10 1 1,1
10918,6000 6000 6000 35000 0 19 0 10 0 0,1
135033,6250 6250 6225 21696 0 12 4 1 2 5,1
413726,15000 15000 15000 44000 0 11 4 8 1 5,1
233970,16800 16800 16800 60000 0 9 4 7 2 5,1
449213,25000 25000 25000 48000 1 12 3 0 0 5,1
342996,24650 24650 24575 77246 1 20 1 -1 0 1,1
104338,22000 22000 22000 151174 0 6 2 7 2 1,1
134381,30000 30000 30000 76000 1 12 3 1 0 5,1
117449,9000 9000 9000 34676 0 12 3 1 1 1,1
274430,14000 14000 14000 190000 1 12 3 4 1 0,1
462141,15000 15000 15000 92000 0 6 2 10 2 0,1
247210,17000 17000 17000 145000 0 7 2 8 2 0,1
460760,1200 1200 1200 70000 0 14 3 0 1 1,1
157156,28000 28000 28000 125000 0 8 2 -1 1 1,1
239056,26400 26400 26400 115000 1 8 4 6 1 5,1
456081,11525 11525 11425 65000 0 7 2 10 2 1,1
25070,18000 18000 17750 70000 0 7 2 4 2 5,1
369479,20000 20000 20000 108163 0 7 2 10 0 1,1
496746,6000 6000 6000 25000 0 21 0 10 0 0,1
124861,6000 6000 6000 56600 0 8 4 9 2 5,1
435505,14025 14025 14025 43000 1 19 1 0 0 5,1
360673,15000 15000 15000 181653 0 20 0 5 0 1,1
51709,28000 28000 28000 91000 0 16 3 2 0 5,1
479155,14400 14400 14375 74500 0 13 3 7 2 5,1
273635,7000 7000 7000 43000 0 11 4 1 2 1,1
358289,9650 9650 9650 36036 0 13 3 1 1 5,1
390295,7000 7000 7000 80000 0 10 4 7 0 1,1
50980,12000 12000 11900 60000 0 5 2 10 1 1,1
335800,15600 15600 15600 80000 0 7 2 10 0 1,1
214363,16000 16000 16000 72000 1 13 3 4 1 0,1
171376,12800 12800 12800 90000 0 8 2 10 0 1,1
308520,20000 15325 15161 94200 0 8 4 10 1 1,1
331457,10000 10000 10000 120000 1 26 1 6 2 0,1
377728,15500 15500 15500 94000 0 9 4 4 2 5,1
155477,17000 17000 17000 45000 0 5 2 10 1 5,1
377286,12000 12000 12000 66500 1 14 3 4 1 5,1
42907,3000 3000 3000 24000 0 9 4 0 2 5,1
233069,5500 5500 5500 80000 0 11 4 6 2 1,1
308724,10450 10450 10450 83000 0 7 2 10 2 1,1
114687,32000 32000 32000 105600 0 14 3 10 0 1,1
458411,35000 35000 35000 95000 1 6 3 10 0 1,1
256699,2000 2000 2000 95000 0 25 1 10 1 1,1
495315,3000 3000 3000 103000 0 10 4 4 2 1,1
325078,28000 28000 28000 170000 1 12 3 7 2 1,1
317575,7500 7500 7500 85500 0 15 3 10 1 1,1
245822,6875 6875 6875 57000 0 22 1 3 0 5,1
481294,10000 10000 10000 58000 1 21 0 10 2 5,1
55719,8275 8275 8275 18000 0 16 0 0 2 5,1
96741,20000 20000 20000 80000 1 20 0 -1 2 0,1
162201,8000 8000 8000 33182 0 14 3 -1 0 1,1
167445,5600 5600 5600 62000 0 12 3 0 0 5,1
344791,10200 10200 10200 54000 1 9 4 7 1 1,1
492155,16000 16000 16000 76000 1 18 0 10 2 1,1
398303,8000 8000 7750 86000 0 10 4 1 2 0,1
299537,18400 18400 18400 57640 0 13 3 10 0 1,1
496738,12800 12800 12550 36000 1 13 3 5 1 5,1
424552,35000 35000 34975 96000 1 21 1 3 0 1,1
398186,4000 4000 4000 45000 0 17 0 1 1 5,1
209297,12000 12000 12000 28000 1 14 3 4 0 5,1
478120,5000 5000 5000 85000 0 17 3 10 2 0,1
78216,20000 20000 20000 78500 1 13 4 10 1 1,1
303192,3025 3025 3025 42240 0 13 3 10 1 1,1
150285,25725 25725 25725 108000 0 25 1 10 0 5,1
175468,14400 14400 14400 51000 1 16 3 10 2 5,1
75619,29250 29250 29150 65000 1 17 0 10 0 1,1
222680,16800 16800 16800 57000 1 14 3 8 0 0,1
303857,16000 16000 16000 120000 0 10 4 4 0 1,1
420294,8000 8000 8000 56424 0 9 4 1 1 5,1
116013,10000 10000 10000 50000 0 18 0 2 1 0,1
201862,10000 10000 10000 70100 0 5 2 8 2 1,1
59619,9100 9100 9100 55000 0 12 4 10 1 5,1
231556,7000 7000 7000 32000 0 16 3 -1 2 5,1
348398,10000 10000 10000 47500 1 11 4 3 2 5,1
448041,9075 9075 9075 39000 0 17 0 4 0 1,1
135325,3600 3600 3600 75000 0 19 0 2 1 1,1
412612,10000 10000 10000 63000 0 13 3 8 0 1,1
22058,18000 18000 18000 80000 0 12 4 10 2 1,1
121926,6000 6000 6000 31800 0 18 0 10 0 1,1
263447,20000 20000 20000 130000 0 15 3 3 1 5,1
3094,2000 2000 2000 64000 0 13 3 4 0 5,1
348462,7000 7000 7000 56000 0 16 0 3 0 5,1
300141,20725 20725 20725 52000 0 16 0 2 1 5,1
53163,6000 6000 6000 103000 0 18 0 6 2 1,1
350104,36000 36000 36000 105000 0 7 2 10 0 1,1
278060,20000 20000 20000 125000 0 13 4 5 0 5,1
459153,9600 9600 9600 68000 0 11 4 3 2 1,1
450886,11000 11000 11000 75000 0 9 4 9 1 0,1
293692,9100 9100 9100 30000 0 15 0 3 2 0,1
142,30000 30000 30000 76000 1 19 1 -1 0 1,1
132540,32000 32000 32000 67992 0 8 2 0 2 1,1
383613,7500 7500 7500 75000 0 9 4 2 1 5,1
79913,5525 5525 5450 35280 0 24 5 1 1 0,1
482616,18000 18000 18000 110000 0 16 3 10 1 1,1
51228,29650 29650 29650 110000 1 19 0 7 2 0,1
469797,20800 20800 20800 140000 1 9 4 10 1 1,1
269638,35000 35000 35000 56000 1 13 3 10 1 0,1
338783,9000 9000 9000 40000 0 10 4 6 2 1,1
490059,5000 5000 5000 54000 0 13 3 10 0 0,1
317012,2400 2400 2400 110000 0 10 4 10 1 1,1
196559,20000 20000 20000 38000 1 18 0 9 0 5,1
113393,10875 10875 10875 48000 0 13 3 1 1 5,1
419746,8000 8000 8000 80000 0 18 0 2 2 1,1
499573,11125 11125 11125 57000 0 16 3 10 0 1,1
414186,36000 36000 36000 115000 1 11 4 0 1 5,1
243922,18000 18000 18000 184217 0 7 2 2 1 1,1
232596,7400 7400 7400 90000 0 7 2 3 2 1,1
96988,16000 16000 16000 57000 1 16 3 10 1 1,1
223891,35000 35000 35000 70000 1 28 5 1 0 1,1
161424,40000 40000 40000 249996 0 7 2 2 1 1,1
421176,14400 14400 14400 38000 1 15 3 10 1 5,1
121606,2500 2500 2500 73500 0 17 0 7 2 5,1
311018,5000 5000 5000 41000 0 13 3 10 0 5,1
17711,15000 15000 15000 67200 1 9 4 2 2 5,1
477179,10625 10625 10575 31420 0 14 3 4 0 1,1
458054,15000 15000 15000 3600 0 21 0 -1 2 5,1
38895,20400 20400 20400 55000 1 11 4 2 1 1,1
72535,30000 30000 30000 68000 0 9 4 2 0 5,1
3070,8000 8000 8000 36000 0 8 2 10 2 5,1
470672,35000 35000 35000 178000 1 22 5 2 1 1,1
499107,16800 16800 16700 102000 0 7 2 7 2 1,1
416080,30000 30000 30000 84466 1 19 0 10 0 1,1
141735,10525 10525 10525 30000 1 16 0 10 1 5,1
429362,5325 5325 5325 100000 0 17 0 10 0 1,1
447104,14000 14000 14000 75000 0 6 4 10 1 5,1
270754,21950 21950 21950 55000 1 13 3 10 1 1,1
266262,35000 35000 35000 70000 0 6 2 10 0 5,1
72673,24000 24000 24000 124000 1 19 1 10 1 5,1
116854,15000 15000 15000 90000 0 14 3 8 1 5,1
132138,17100 17100 17100 38000 1 19 0 10 0 1,1
60773,25200 25200 25200 60029 1 24 5 7 0 5,1
15376,7800 7800 7800 50000 0 19 1 5 0 1,1
105087,15000 15000 15000 59700 0 11 4 10 1 1,1
497415,12000 12000 12000 61000 0 10 4 5 0 1,1
258728,19200 19200 19200 60300 1 10 4 8 0 1,1
104711,1000 1000 1000 12000 0 14 3 -1 1 5,1
391021,25000 25000 25000 110000 1 12 3 5 2 1,1
309482,20000 20000 20000 50000 0 5 2 9 1 5,1
349493,10000 10000 10000 22000 0 7 2 8 1 0,1
294063,20000 20000 20000 92000 1 24 1 10 1 1,1
328367,7750 7750 7750 40000 0 17 0 5 1 5,1
144638,10000 10000 10000 44000 0 11 4 2 2 5,1
355822,8250 8250 8250 25000 0 17 0 4 2 5,1
48374,24000 24000 24000 95000 0 10 4 5 2 0,1
233540,24000 24000 24000 81810 0 6 2 10 1 5,1
69500,15000 15000 15000 75000 0 8 2 3 2 5,1
358789,14025 14025 14025 43836 0 28 6 -1 0 1,1
376165,30000 30000 30000 80000 0 13 3 10 2 0,1
423959,10850 10850 10850 26000 0 16 0 3 1 5,1
291939,10000 10000 10000 81600 1 12 4 3 1 1,1
261894,25000 25000 25000 115000 1 19 1 10 0 1,1
45512,35000 35000 35000 89000 1 16 0 8 0 5,1
357655,8000 8000 8000 120000 0 19 0 2 1 1,1
283681,5000 5000 5000 40000 0 11 4 8 1 0,1
475217,12200 10350 10350 35000 1 14 3 8 1 1,1
115115,15000 15000 15000 118000 0 6 2 6 1 1,1
191628,17600 17600 17600 104000 0 12 3 10 0 1,1
145413,7200 7200 7200 64000 0 25 1 5 1 5,1
17523,15550 15550 15550 43350 0 16 0 1 2 5,1
375642,6000 3100 0 41004 0 7 2 8 2 5,1
369088,32000 32000 32000 50000 1 10 4 3 1 5,1
189049,15000 15000 15000 38000 1 18 0 2 0 5,1
370338,33075 33075 33075 230000 1 13 3 10 1 1,1
11761,10000 10000 10000 75000 0 19 0 9 1 1,1
219323,8000 8000 7850 47000 0 8 2 2 2 5,1
104598,9600 9600 9600 190000 0 6 2 9 2 1,1
385440,32375 32375 32375 102000 1 23 5 10 0 1,1
455390,13950 13950 13950 120000 0 15 3 10 0 1,1
418594,24000 18600 18318 130000 1 11 4 10 1 1,1
357120,10000 10000 10000 53004 1 14 3 7 2 5,1
373975,1600 1600 1600 60000 0 6 2 6 2 1,1
196175,6000 6000 6000 85000 0 13 3 8 0 0,1
475438,5000 5000 5000 72000 0 11 4 5 1 5,1
160400,36650 36650 36650 110000 1 15 3 2 2 5,1
54023,8325 8325 8325 24500 0 11 4 9 2 1,1
66599,9750 9750 9750 28000 0 17 3 10 0 5,1
429894,30000 30000 30000 72000 0 10 4 4 0 1,1
336582,15575 15575 15575 25000 1 15 3 3 1 5,1
110121,14350 14350 14350 40000 0 10 4 2 1 5,1
139600,15000 15000 15000 48000 0 10 4 7 1 5,1
472027,1000 1000 1000 24000 0 15 3 10 0 5,1
461129,12000 12000 12000 48000 0 7 2 4 0 1,1
78507,24750 24750 24750 55000 0 18 0 -1 0 1,1
300322,25000 25000 25000 140000 1 16 0 5 1 5,1
312756,33750 33750 33750 75000 0 13 3 10 1 1,1
481707,35000 35000 35000 88000 0 16 3 10 2 1,1
394380,15000 15000 15000 57600 1 6 2 10 1 1,1
12218,2800 2800 2800 11544 0 12 3 -1 0 5,1
440374,8000 8000 8000 100500 0 10 4 3 1 1,1
47978,33425 33425 33425 200000 1 14 3 6 0 5,1
55915,28225 28225 28225 64200 1 18 0 10 1 1,1
485265,8000 8000 8000 47000 0 9 4 -1 2 1,1
352927,19800 19800 19800 55000 1 23 5 10 1 0,1
437557,2000 2000 2000 65000 0 12 3 2 1 1,1
384254,10000 10000 10000 140000 0 13 3 0 1 5,1
135778,4000 4000 3975 30000 0 17 3 6 0 1,1
96975,7500 7500 7500 28800 0 6 2 10 1 1,1
166517,15850 15850 15850 55000 1 11 4 10 2 5,1
296983,25000 25000 25000 110000 0 26 1 2 0 5,1
265946,16000 16000 16000 41000 1 14 3 1 0 1,1
412176,3000 3000 3000 84000 0 18 0 10 1 0,1
376813,24000 24000 24000 92000 0 11 4 0 0 5,1
397056,3000 3000 3000 77000 0 11 4 10 0 1,1
211381,16000 16000 16000 81350 1 19 0 3 1 0,1
261991,14200 14200 14200 42876 0 11 4 -1 1 0,1
453945,21000 21000 21000 85000 1 17 0 2 1 5,1
47181,15000 15000 15000 50000 1 15 0 2 1 5,1
78145,10000 10000 10000 150000 0 15 3 9 1 5,1
211081,5825 5825 5825 21500 0 12 4 -1 0 5,1
21485,20000 20000 20000 30000 0 16 3 3 1 5,1
255639,28000 28000 28000 45000 1 22 0 5 1 1,1
60251,28500 28500 28500 240000 0 7 2 10 1 1,1
125470,35000 35000 35000 289000 0 8 4 6 1 1,1
20619,8600 8600 8600 30000 0 18 1 8 0 1,1
107997,7200 7200 7200 93000 0 12 4 10 2 1,1
84120,10000 10000 10000 65000 0 24 1 10 0 5,1
298488,6000 6000 6000 36000 0 8 2 5 1 5,1
487613,8000 8000 8000 94000 0 13 3 7 0 1,1
128568,12000 12000 12000 25000 1 16 3 -1 0 5,1
71781,5100 5100 5100 36000 0 8 2 0 1 5,1
267163,12800 12800 12800 65000 0 22 1 2 1 1,1
351704,10000 10000 10000 64000 1 10 4 7 0 0,1
319960,15000 15000 15000 53000 1 11 4 4 2 0,1
249784,15000 15000 15000 59000 0 6 2 9 2 1,1
264687,8000 8000 7750 44000 0 11 4 0 1 1,1
447446,40000 40000 40000 275000 1 16 3 0 2 1,1
140860,12375 12375 12375 71000 1 17 0 3 1 1,1
73556,35000 35000 35000 0 0 22 1 -1 2 0,1
227681,22000 22000 22000 44000 1 16 3 4 1 5,1
421520,30000 30000 30000 59000 1 16 3 0 1 5,1
281545,6050 6050 6050 14444 0 13 3 -1 0 0,1
463672,13600 13600 13600 47000 1 17 0 5 0 1,1
306460,16000 16000 16000 80000 1 18 0 6 2 5,1
185245,26500 26500 26450 53000 1 18 0 3 0 5,1
428155,9500 9500 9500 176000 0 7 2 10 2 1,1
200880,9000 9000 9000 33000 0 19 0 3 2 5,1
37988,25000 25000 25000 140000 0 23 1 10 0 1,1
27001,6050 6050 6050 75000 0 6 2 8 2 1,1
203153,12000 12000 12000 41000 1 18 1 0 2 1,1
