ID,DOMAIN,COUNT
453981,16000 16000 16000 72000 0 15 3 4 0 5,1
888168,15000 15000 15000 115000 1 7 2 10 1 1,1
6561,11000 11000 11000 150000 0 7 2 1 0 5,1
479948,25000 25000 24975 83000 0 16 0 10 1 1,1
503198,6400 6400 6400 26760 0 18 0 10 0 5,1
565868,7000 7000 7000 70000 0 16 3 5 2 1,1
419611,14000 14000 14000 45760 0 11 4 6 1 0,1
651351,7500 7500 7500 40000 0 13 3 6 1 1,1
840293,5000 5000 5000 55000 0 9 4 4 2 0,1
66031,3000 3000 3000 65000 0 10 4 6 2 1,1
246880,1575 1575 1575 34500 0 24 5 7 2 5,1
551403,10000 10000 10000 93000 0 22 1 4 1 5,1
68635,10000 10000 10000 45888 0 14 3 10 2 1,1
852572,35000 35000 35000 100000 1 26 1 10 0 5,1
129839,23000 23000 23000 72000 0 11 4 10 2 5,1
239454,11750 11750 11700 120000 0 10 4 3 1 0,1
721849,15000 15000 15000 90000 1 19 0 1 1 5,1
476993,11700 11700 11700 42000 1 13 3 4 1 5,1
804794,9600 9600 9600 35000 0 12 3 3 2 1,1
991672,4400 4400 4400 81000 0 11 4 9 1 1,1
939249,35000 35000 34750 98000 1 25 1 10 0 1,1
900967,6000 6000 6000 20000 0 10 4 5 0 1,1
723360,17600 17600 17600 50000 0 7 2 1 1 1,1
851292,22400 22400 22400 55000 1 9 4 10 2 1,1
86682,17000 17000 17000 222000 0 5 2 1 1 1,1
253149,15500 15500 15500 125685 0 7 2 10 1 1,1
818747,8500 8500 8500 22000 0 12 3 4 1 1,1
733059,10000 10000 10000 76125 0 12 3 1 2 5,1
791283,23000 23000 23000 50000 0 15 3 7 1 5,1
461021,7000 7000 7000 108000 0 11 4 6 2 1,1
849376,16000 16000 16000 60000 0 14 4 2 0 1,1
30842,28000 28000 28000 130000 1 17 0 10 1 0,1
312795,15000 15000 15000 120000 1 14 3 8 2 1,1
883742,13000 13000 13000 200000 0 5 2 8 0 1,1
783456,7000 7000 7000 37000 0 9 4 0 1 0,1
265008,16000 16000 16000 40000 0 7 2 8 0 5,1
729882,24000 24000 24000 41000 1 14 3 0 2 1,1
18251,2500 2500 2500 58000 0 13 3 1 1 1,1
998092,15000 15000 15000 79000 1 9 4 10 2 1,1
414249,15000 15000 15000 47000 0 14 3 3 1 5,1
474686,12175 12175 12175 29000 0 14 3 10 2 1,1
58467,10000 10000 10000 34272 0 9 4 -1 0 5,1
989450,4500 4500 4500 38000 0 18 0 2 1 5,1
938339,5000 5000 5000 26000 0 9 4 1 2 1,1
317372,17025 17025 17025 120000 0 17 0 10 1 5,1
817546,16000 16000 16000 245000 1 18 1 3 1 5,1
967996,13000 13000 13000 54000 0 10 4 10 1 5,1
20734,15000 15000 14725 20000 0 11 4 -1 1 0,1
51448,22175 22175 21925 73000 0 14 3 9 0 1,1
789520,40000 40000 40000 170000 0 11 4 10 1 1,1
121855,3100 3100 3100 51000 1 13 3 8 2 1,1
902361,19600 19600 19550 50000 0 7 2 10 2 0,1
675506,3000 3000 3000 65000 0 11 4 3 2 0,1
115933,4200 4200 4200 40880 0 15 3 1 1 5,1
619721,9300 9300 9300 40000 0 13 3 10 1 5,1
237274,4000 4000 4000 86000 0 6 2 10 1 5,1
400663,8400 8400 8400 40000 0 13 3 0 0 5,1
536154,8400 8400 8400 45000 0 9 4 1 0 5,1
636959,5000 5000 5000 65000 0 19 0 2 2 1,1
533586,5500 5500 5425 28800 0 9 4 0 2 5,1
225264,2200 2200 2200 50000 0 10 4 10 2 1,1
189461,7700 7700 7700 35000 0 19 0 3 1 5,1
84150,17050 17050 17050 42000 0 11 4 3 0 5,1
637398,25000 25000 25000 92000 0 12 3 -1 0 1,1
433296,15000 15000 15000 81000 1 10 4 10 1 0,1
612962,35000 35000 35000 148000 1 17 3 0 1 1,1
696037,20000 20000 20000 125000 0 11 3 1 1 1,1
828356,40000 40000 40000 80000 0 6 2 10 0 5,1
850692,31700 31700 31700 135000 1 18 1 0 0 1,1
457419,12000 12000 12000 30000 1 29 5 4 0 0,1
947276,35000 35000 35000 126000 1 19 0 8 1 5,1
948567,19500 19500 19500 51000 0 5 2 -1 0 1,1
279125,24525 24525 24525 68474 1 20 1 -1 2 1,1
771642,10000 10000 10000 31000 0 10 4 1 0 5,1
535899,9500 9500 9500 27000 0 19 0 -1 2 5,1
278801,20000 20000 20000 77000 1 9 4 10 0 1,1
138342,14000 14000 14000 72000 0 18 0 10 2 5,1
805346,8675 8675 8675 60000 0 17 0 10 0 1,1
744680,7200 7200 7200 45000 0 16 0 3 0 5,1
473160,14075 14075 14075 55000 0 13 4 3 2 1,1
926560,29000 29000 29000 115000 1 19 1 8 0 1,1
356592,21025 21025 21025 75000 0 18 0 2 1 1,1
516640,7200 7200 7200 36400 0 13 3 0 2 0,1
504754,21000 21000 21000 55000 1 18 1 10 2 0,1
606315,14000 14000 14000 78000 0 14 3 0 1 1,1
504088,20000 20000 20000 65474 0 14 3 10 1 1,1
895224,30000 30000 30000 140000 1 7 2 0 2 1,1
205843,20000 20000 20000 35000 1 28 5 0 2 5,1
19708,25000 25000 25000 44000 0 15 3 10 0 5,1
808476,25500 25500 25500 112500 0 7 2 2 2 1,1
142183,9000 9000 9000 85000 0 14 3 4 1 1,1
398649,24000 24000 24000 100000 1 23 5 3 1 0,1
477741,24500 24500 24450 85000 1 16 0 2 2 1,1
277915,16000 16000 16000 60000 1 10 4 0 1 0,1
896824,34000 34000 34000 140000 0 9 4 5 1 5,1
178746,15000 15000 15000 160000 0 7 2 1 2 1,1
739630,7875 7875 7875 54000 0 13 3 10 1 1,1
842707,14400 14400 14400 588700 0 5 2 9 1 1,1
76797,28000 28000 28000 190000 1 12 3 7 1 1,1
143034,7000 7000 7000 35000 0 14 3 0 2 5,1
876646,13500 13500 13500 70000 0 12 4 2 2 1,1
153354,9200 9200 9200 74500 0 5 2 8 1 1,1
528959,7200 7200 7200 62000 0 10 4 0 1 5,1
406257,8050 8050 8050 30000 0 15 0 10 2 5,1
438278,3100 3100 3100 36276 0 9 4 3 2 5,1
469577,2500 2500 2500 37000 0 12 3 1 2 1,1
186013,25750 25750 25750 78000 0 5 2 10 1 0,1
308844,8200 8200 8200 45000 0 10 4 1 1 1,1
175387,6000 6000 6000 30000 0 13 3 4 2 5,1
731100,12300 12300 12250 63100 0 10 4 3 1 5,1
927640,12500 12500 12500 55500 1 19 0 10 1 1,1
234975,14000 14000 14000 70000 0 15 3 0 2 5,1
186508,16800 16800 16800 77820 0 7 2 10 1 5,1
885870,9600 9600 9600 24000 0 11 4 10 1 5,1
289018,19750 19750 19725 45000 0 10 4 4 0 5,1
254677,35000 35000 35000 120000 0 25 1 10 0 1,1
555262,18500 18500 18500 70000 1 29 5 10 0 0,1
649333,24000 24000 24000 120000 1 10 4 3 2 1,1
462414,28800 28800 28800 80000 0 14 3 0 2 0,1
830084,5000 5000 5000 36000 0 16 0 -1 0 5,1
751752,2150 2150 2150 88497 0 23 5 6 0 1,1
286984,7000 7000 7000 58000 0 14 3 9 2 1,1
482564,10500 10500 10500 68000 1 11 4 8 2 1,1
528196,10000 10000 10000 59000 1 12 3 -1 1 1,1
576107,10100 10100 10075 46650 0 13 3 2 1 5,1
884897,5050 5050 5050 39478 0 13 3 0 1 1,1
606674,11000 11000 11000 36000 0 7 2 -1 0 0,1
526683,25550 25550 25550 140000 0 18 0 0 0 5,1
714907,14000 14000 14000 41000 1 22 1 10 0 5,1
987825,23800 23800 23800 47000 1 9 4 6 0 1,1
579078,7000 7000 7000 92000 0 13 3 10 2 5,1
706044,5000 5000 5000 72000 0 13 3 5 1 5,1
872552,1500 1500 1500 28800 0 15 0 0 0 5,1
826805,5250 5250 5250 76862 0 5 2 9 2 1,1
952651,24000 24000 24000 210000 0 5 2 10 0 0,1
348396,12000 12000 12000 50000 0 8 4 7 2 5,1
651319,12000 12000 12000 95000 0 5 2 3 0 5,1
492080,7000 7000 7000 98500 0 5 2 4 1 5,1
764627,16000 16000 16000 80000 1 15 0 3 1 5,1
596906,7000 7000 7000 25000 0 13 4 -1 0 1,1
55079,2375 2375 2375 48000 0 15 3 -1 1 1,1
461643,7200 7200 7200 47000 0 13 3 10 1 5,1
539275,10000 10000 10000 117000 0 7 2 2 2 5,1
317906,25000 25000 25000 66700 0 16 0 9 0 1,1
493872,10850 10850 10850 56000 1 23 5 9 0 5,1
104599,8000 8000 8000 57000 0 14 3 5 1 5,1
822348,2000 2000 2000 52548 0 15 0 2 0 5,1
556295,21000 21000 21000 69000 1 13 3 4 2 1,1
398833,35000 35000 34675 90000 1 12 3 10 0 1,1
388461,12000 12000 12000 56000 1 16 3 9 0 5,1
324973,6000 6000 6000 95000 0 10 4 8 2 5,1
815321,20225 20225 20225 44000 0 17 0 10 1 0,1
549473,13000 13000 13000 47000 0 10 4 10 2 1,1
399663,3000 3000 3000 30491 0 18 0 10 2 0,1
918848,25000 25000 25000 86768 1 10 4 10 1 1,1
347104,4000 4000 4000 11628 0 8 2 -1 0 5,1
895084,24000 24000 24000 30200 1 16 3 1 1 5,1
33721,15000 15000 15000 81000 1 18 1 7 1 1,1
567026,6000 6000 6000 29500 0 18 1 1 2 1,1
185780,12500 12500 12500 60000 0 9 4 10 2 5,1
830646,10000 10000 10000 102000 0 11 4 -1 2 3,1
506465,5775 5775 5775 17016 0 17 0 -1 0 5,1
46521,11000 11000 11000 100000 0 8 2 10 1 1,1
73183,18400 18400 18400 61500 0 7 2 2 0 5,1
102202,5000 5000 5000 100000 0 7 2 9 2 5,1
654687,16100 16100 16100 55000 1 20 5 6 0 1,1
142369,20000 20000 20000 87700 0 6 2 6 2 1,1
597453,10200 10200 10200 50000 1 16 3 3 1 1,1
375334,18000 18000 18000 81000 0 14 3 10 2 1,1
715716,25000 25000 25000 94000 0 9 4 10 1 0,1
841062,2000 2000 2000 91000 0 11 4 4 0 0,1
34544,8400 8400 8400 26000 0 7 2 2 0 0,1
492161,18000 18000 18000 41700 1 10 4 10 0 1,1
318795,21000 21000 21000 140000 0 16 3 1 1 5,1
72019,2200 2200 2200 75000 0 20 0 0 0 1,1
52064,3500 3500 3500 41000 0 25 1 2 2 5,1
53631,8000 8000 8000 33280 0 19 0 3 1 5,1
546018,22800 22800 22800 110000 1 19 0 10 0 1,1
324565,10000 10000 10000 170000 0 5 2 8 0 1,1
729677,3650 3650 3650 37289 0 12 3 -1 0 1,1
139562,20000 20000 19750 153200 0 7 2 10 2 1,1
597772,33600 33600 33600 80000 0 11 4 3 1 0,1
870612,20000 20000 20000 35000 0 14 3 7 0 1,1
845263,20000 20000 19900 110000 1 17 0 10 1 1,1
462085,20000 20000 20000 97000 0 7 2 10 0 5,1
248846,10200 10200 10200 45000 0 12 3 4 2 5,1
740502,16800 16800 16800 120000 1 9 4 0 2 1,1
458730,9000 9000 9000 54558 0 5 2 2 2 5,1
270664,24125 24125 24125 55000 1 13 3 10 0 1,1
712975,9000 9000 9000 70000 0 8 4 1 1 1,1
996336,5600 5600 5600 63000 0 9 4 7 2 1,1
426799,11200 11200 11200 47777 1 16 3 10 1 1,1
540213,24025 24025 24025 80000 0 22 1 5 1 1,1
378225,10000 10000 10000 51961 0 10 4 -1 2 5,1
878134,15000 15000 15000 54000 0 7 2 1 2 5,1
592260,16575 16575 16575 95000 1 21 0 10 2 1,1
977817,5925 5925 5925 23040 0 6 1 3 0 5,1
825854,10000 10000 10000 45000 1 13 3 7 1 0,1
451181,14000 14000 14000 74000 1 19 0 3 0 5,1
60531,10000 10000 10000 47000 0 17 0 3 0 5,1
409521,10000 10000 10000 20000 1 18 0 1 1 5,1
713904,2900 2900 2900 80000 0 13 3 10 2 5,1
496315,8400 8400 8400 41500 0 11 3 0 0 5,1
331349,8975 8975 8975 18600 0 16 0 2 0 0,1
879910,24000 24000 24000 75000 1 16 0 3 0 1,1
196983,35000 35000 35000 138000 0 18 0 4 0 1,1
392236,32400 32400 32400 180000 1 13 3 10 1 1,1
666257,20000 20000 20000 72930 1 23 1 6 1 5,1
231883,20000 20000 20000 70000 0 6 2 3 0 1,1
786256,13000 13000 13000 55000 1 17 0 -1 0 1,1
145456,35000 35000 35000 100000 0 27 5 8 0 0,1
951623,30000 30000 30000 60000 1 23 1 2 0 0,1
733108,11450 11450 11450 40000 0 10 4 -1 0 1,1
682241,17500 17500 17500 60000 1 11 4 10 1 1,1
883468,10000 10000 10000 110000 0 13 3 2 2 1,1
151991,19000 19000 19000 253996 0 12 3 10 1 5,1
304777,13000 13000 13000 48000 0 15 3 10 0 1,1
523807,15000 15000 15000 30000 0 15 3 0 1 1,1
104799,3600 3600 3325 17000 0 11 4 -1 1 0,1
146727,17000 17000 17000 45000 1 7 2 10 1 1,1
857364,26400 26400 26400 55000 1 11 4 10 1 5,1
519245,25025 25025 25025 83500 0 15 0 5 1 1,1
206537,16000 16000 16000 40000 0 18 0 10 1 1,1
841508,28000 28000 27725 60200 0 12 3 0 1 5,1
824411,5000 5000 5000 40000 0 12 4 0 1 0,1
682784,4000 4000 4000 27000 0 11 4 3 2 5,1
530960,7500 7500 7500 75000 0 24 1 10 2 5,1
638923,7500 7500 7500 50000 0 10 4 5 1 5,1
5877,20000 20000 20000 56000 0 13 3 10 0 5,1
29939,25000 25000 25000 60000 1 10 4 3 1 0,1
513,8400 8400 8400 35000 0 15 3 10 1 1,1
968107,32000 32000 32000 155000 1 14 3 2 0 5,1
892754,16000 16000 16000 148000 1 25 1 9 2 1,1
75251,9800 9800 9800 76000 0 21 0 10 1 0,1
29582,17000 17000 17000 61258 0 6 2 7 2 1,1
661577,25000 25000 24975 84754 0 6 2 10 1 1,1
138971,5500 5500 5500 100000 0 7 2 10 2 1,1
586256,15000 15000 15000 65000 0 24 1 4 0 5,1
146068,20700 20700 20700 45000 0 13 3 10 0 0,1
590417,25000 25000 25000 225000 1 17 0 5 1 5,1
168013,15800 15800 15800 117000 0 7 2 1 0 5,1
500090,10000 10000 10000 52000 0 10 4 7 1 5,1
619516,6325 6325 6325 26000 0 10 4 2 2 5,1
814361,30000 30000 30000 110000 0 14 3 2 2 0,1
818133,10950 10950 10950 55000 0 20 0 1 0 5,1
95961,28000 28000 28000 75000 1 8 4 10 1 1,1
970339,15000 15000 15000 108000 0 8 4 2 2 5,1
955480,6400 6400 6400 36000 0 11 3 -1 2 1,1
565015,32000 32000 32000 99000 1 13 3 4 0 5,1
399722,40000 40000 40000 121000 1 12 4 2 1 1,1
133983,17500 17500 17500 45000 1 19 0 2 0 1,1
42989,24000 24000 22489 80000 0 10 4 1 0 1,1
820732,11625 11625 11625 100000 0 6 2 10 1 1,1
948253,30000 30000 30000 82000 1 10 4 10 0 1,1
659884,25000 25000 25000 65300 1 15 3 -1 2 1,1
665173,2400 2400 2400 65000 0 15 3 10 1 1,1
123977,5000 5000 5000 16000 0 11 4 1 1 5,1
837334,10000 10000 10000 69000 0 14 3 10 1 0,1
81327,9600 9600 9600 72000 0 7 2 -1 1 0,1
892768,20000 20000 20000 70000 0 15 3 1 2 5,1
796900,14600 14600 14600 72000 0 11 4 8 2 0,1
370354,14400 14400 14400 44850 0 12 3 -1 0 5,1
70131,2000 2000 2000 110000 0 8 4 10 1 1,1
305353,6300 6300 6300 45000 0 7 2 0 0 1,1
222400,8100 8100 8100 100000 0 13 3 10 0 5,1
670419,11000 11000 11000 62000 1 13 3 4 2 5,1
523623,9600 9600 9600 75000 0 11 4 5 1 1,1
902759,23000 23000 23000 60000 1 13 3 3 0 5,1
276386,15800 15800 15800 50000 0 16 0 2 0 1,1
834784,3000 3000 3000 34000 0 11 4 4 1 0,1
679795,4000 4000 4000 47000 0 9 4 -1 0 1,1
558718,6000 6000 6000 121000 0 12 3 0 1 1,1
898148,28000 28000 27975 64000 0 7 2 10 0 0,1
345531,7500 7500 7500 52000 0 8 4 10 2 5,1
508768,20000 20000 20000 135000 0 7 2 0 0 1,1
809834,35000 35000 35000 175000 0 8 2 3 1 0,1
158685,10000 10000 10000 80000 1 26 1 10 2 0,1
385785,3825 3825 3825 52000 0 20 0 8 0 1,1
261830,7000 7000 7000 22000 0 11 4 5 2 5,1
442161,22475 22475 22425 114000 0 12 3 2 2 0,1
793876,30000 30000 30000 87000 0 18 0 10 0 5,1
678970,19000 19000 19000 43680 0 12 4 7 2 5,1
432801,35000 35000 35000 55000 0 27 1 7 2 1,1
758016,12750 12750 12750 81000 0 5 2 3 0 1,1
842951,3100 3100 3100 20000 0 16 0 4 2 5,1
764908,4550 4550 4550 60000 0 19 1 1 2 1,1
591810,20000 20000 19750 55000 0 9 4 10 2 1,1
973354,12000 12000 12000 81000 1 14 3 6 2 1,1
184283,3800 3800 3800 27000 0 13 3 1 1 1,1
932459,32350 32350 32350 109366 0 15 3 5 1 1,1
617765,10000 10000 10000 115000 0 11 4 4 2 1,1
468092,14000 14000 13975 70000 0 10 4 0 1 5,1
124095,6000 6000 6000 43000 0 7 2 7 2 1,1
467225,4000 4000 4000 46000 0 14 3 10 0 5,1
946819,7200 7200 7200 75000 0 15 3 10 2 1,1
925261,40000 40000 40000 12000 0 5 2 1 2 1,1
520871,40000 40000 40000 73500 1 9 4 7 2 5,1
601872,35000 35000 35000 235000 1 16 0 10 0 1,1
24773,13500 13500 13500 30000 1 15 3 3 0 1,1
191095,30000 30000 30000 115000 0 15 3 1 1 5,1
862297,25450 25450 25450 56669 0 20 0 10 0 5,1
881288,30000 30000 30000 127000 0 7 2 6 1 1,1
389449,15800 15800 15800 73000 1 30 6 10 0 1,1
95274,9200 9200 9200 82500 0 11 4 7 1 5,1
213693,3000 3000 3000 157000 0 7 2 10 2 1,1
229419,14400 14400 14350 80000 0 12 3 5 2 5,1
797495,3600 3600 3600 28000 0 14 3 7 2 5,1
477026,5000 5000 5000 152000 0 15 0 0 2 1,1
871191,20000 20000 20000 75000 0 7 2 10 0 5,1
149952,18000 18000 18000 132000 0 7 2 5 2 1,1
809593,19200 19200 19200 55000 1 24 1 2 1 5,1
153692,21600 21600 21600 89000 1 19 1 10 1 0,1
969443,15000 15000 15000 115000 0 16 0 2 0 1,1
400805,22525 22525 22525 49000 1 15 3 4 2 1,1
458421,25000 25000 25000 90000 1 28 5 10 1 0,1
474636,9150 9150 9150 42600 0 19 1 5 1 5,1
164605,10000 10000 10000 56421 0 12 3 10 2 1,1
560886,17600 17600 17600 82000 1 14 3 10 0 5,1
721808,15000 15000 15000 54000 0 16 3 6 0 5,1
520589,17200 17200 17200 62000 0 11 4 10 0 1,1
948961,20000 20000 20000 84000 1 12 3 -1 2 5,1
239203,12000 12000 12000 35000 0 16 0 10 2 5,1
597479,31000 31000 31000 52000 1 16 3 1 0 5,1
386364,31500 31500 31500 75000 1 19 1 10 0 1,1
652134,18000 18000 18000 71000 1 15 0 6 1 5,1
583649,22400 22400 22400 131121 0 10 4 8 2 5,1
409328,30000 30000 29975 138000 0 16 3 1 1 5,1
586606,40000 40000 40000 375000 0 5 2 10 0 0,1
154366,16100 16100 16100 35000 1 17 0 10 1 0,1
913879,20000 20000 20000 116000 0 8 4 2 2 1,1
577314,4000 4000 3975 72000 0 18 1 3 1 5,1
265127,11000 11000 11000 36000 1 26 1 2 1 1,1
287194,21000 21000 20925 114000 0 11 4 9 0 5,1
109922,25000 17950 17925 83004 1 16 0 1 0 5,1
880571,3200 3200 3200 40000 0 15 3 5 1 5,1
48414,10000 10000 10000 54000 0 30 6 10 0 1,1
36865,30000 30000 30000 118000 0 9 4 3 1 5,1
12645,21100 21100 21100 42247 0 10 4 9 2 1,1
789519,18000 18000 18000 76000 0 10 4 1 1 1,1
582185,18000 18000 18000 70000 0 10 4 2 2 5,1
377022,25575 25575 25575 80000 0 7 2 2 2 1,1
324182,9800 9800 9800 40000 0 6 2 -1 0 1,1
149986,33900 33900 33900 100000 1 19 1 3 0 1,1
211272,18000 18000 18000 92000 1 11 4 10 1 5,1
153788,20000 20000 20000 58000 1 13 3 -1 0 0,1
37362,12000 12000 12000 48200 0 10 4 10 2 5,1
339347,15850 15850 15850 106000 1 18 1 6 1 1,1
599638,21000 21000 21000 145000 0 10 4 2 2 1,1
335694,25000 25000 25000 97000 1 15 0 9 1 1,1
290318,8000 8000 8000 48672 0 8 2 1 2 5,1
8220,20000 20000 20000 82000 1 12 4 10 0 1,1
461498,27000 27000 27000 90400 0 7 2 10 1 5,1
585883,24000 24000 24000 113000 1 18 1 10 0 5,1
406708,19200 19200 18950 85000 0 13 3 1 0 1,1
64129,6000 6000 6000 87500 0 16 0 2 2 1,1
93189,19400 19400 19400 55000 1 24 5 10 1 0,1
5092,15000 15000 15000 63000 0 9 4 8 2 1,1
205229,19000 19000 19000 18432 0 7 2 -1 0 1,1
881098,5500 5500 5500 56000 0 17 0 4 1 5,1
654063,9000 9000 9000 47680 0 10 4 1 1 5,1
185686,12000 12000 12000 132000 0 9 4 2 1 5,1
596694,31500 31500 31500 70000 0 24 1 2 0 5,1
433672,8000 8000 8000 73500 0 11 3 2 0 1,1
627607,16000 16000 16000 62000 1 12 3 9 2 1,1
85585,6400 6400 6400 125000 0 6 2 10 2 0,1
321628,30000 30000 29950 70000 0 18 0 0 1 5,1
588526,6000 6000 6000 22000 0 19 0 2 2 5,1
283873,4500 4500 4250 24000 0 7 2 2 1 5,1
474699,3725 3725 3725 55000 0 21 0 0 0 1,1
540793,20000 20000 20000 137000 0 7 2 0 0 1,1
976979,11225 11225 11225 52662 0 13 3 -1 2 1,1
185609,22000 22000 22000 90000 0 16 3 10 0 1,1
39513,3600 3600 3600 35000 0 12 3 10 0 5,1
144403,24200 24200 24200 55000 1 13 3 6 2 1,1
61421,15000 15000 15000 42240 0 13 3 2 2 5,1
993068,4000 4000 4000 33000 0 11 4 4 1 5,1
71812,23675 23675 23675 104000 0 21 1 10 1 5,1
690120,17275 17275 17275 47000 1 17 0 1 2 1,1
136178,28000 28000 28000 50000 1 12 4 9 2 1,1
940001,8000 8000 8000 33000 0 13 3 4 0 1,1
726996,9000 9000 9000 90000 0 16 3 -1 0 1,1
670073,6700 6700 6700 34500 0 13 3 6 0 1,1
194122,24000 24000 24000 30000 1 10 4 4 2 1,1
647865,16800 16800 16800 105000 1 13 3 4 2 1,1
652872,24350 24350 24350 58000 0 14 3 10 1 0,1
263075,30000 30000 30000 85000 0 21 0 -1 0 1,1
278347,10000 10000 10000 101000 1 18 0 10 1 1,1
678442,15000 15000 15000 45000 1 8 2 10 2 5,1
907030,6250 6250 6250 36000 0 9 4 3 0 0,1
387768,22950 22950 22950 200000 0 10 4 10 1 1,1
167323,20000 20000 20000 14000 0 16 0 7 0 1,1
38005,3000 3000 3000 70000 0 14 3 2 0 5,1
975371,13500 13500 13500 60000 1 16 0 1 1 5,1
730000,12000 12000 12000 100000 1 6 2 10 2 1,1
887869,7300 7300 7300 35300 0 7 2 5 1 5,1
163869,13000 13000 13000 160000 0 8 4 1 1 5,1
152784,20800 20800 20800 135000 0 6 2 6 0 0,1
457244,8500 8500 8500 138000 0 8 2 10 2 1,1
896504,14000 14000 14000 65000 0 5 2 8 2 1,1
591839,15000 15000 15000 150000 0 9 4 0 0 1,1
514159,33125 33125 33125 107500 1 14 3 8 0 1,1
243769,21525 21525 21525 95000 0 13 3 0 0 5,1
548541,30000 30000 30000 155000 1 9 4 1 0 5,1
520635,5000 5000 5000 74000 0 13 3 5 2 1,1
698607,15000 15000 15000 73000 0 14 3 0 0 5,1
772624,4000 4000 4000 49000 0 17 0 4 1 5,1
611642,14000 14000 14000 75000 0 14 3 1 2 5,1
753027,30000 30000 30000 55000 1 10 4 3 0 1,1
29106,2200 2200 2200 60000 0 17 0 10 2 1,1
8589,8500 8500 8500 78000 0 5 2 0 2 5,1
839629,19200 19200 19200 75000 1 16 0 6 0 5,1
480373,12000 12000 12000 180000 0 11 4 2 1 1,1
631091,25000 25000 25000 50000 1 11 3 10 2 5,1
405811,2500 2500 2500 107000 0 7 2 10 1 1,1
16219,22000 22000 22000 62000 0 7 2 10 1 1,1
776732,10000 10000 10000 51240 0 15 3 4 1 1,1
713668,30000 30000 30000 81000 0 7 2 10 1 5,1
842875,25000 25000 25000 96200 0 6 2 10 0 5,1
231814,10000 10000 10000 49000 1 16 0 1 1 5,1
122654,10000 10000 10000 64000 0 11 4 4 1 1,1
647267,13000 13000 13000 52000 1 13 3 2 0 5,1
230387,32000 32000 32000 110000 0 7 2 1 1 5,1
756849,4000 4000 4000 200000 0 14 3 2 1 5,1
507327,16500 16500 16500 60000 0 7 2 10 2 1,1
97268,6025 6025 6025 67000 0 13 3 2 1 5,1
325781,11200 11200 11200 180000 0 5 2 3 0 5,1
218930,21000 21000 21000 50000 1 23 1 2 1 1,1
819457,16100 16100 16100 75000 0 6 2 5 1 1,1
962883,7000 7000 7000 52000 0 12 3 3 0 5,1
139233,15000 15000 14975 85000 1 18 1 9 2 1,1
138761,15000 15000 14750 35000 0 11 4 -1 0 0,1
256633,10000 10000 10000 70000 0 11 4 9 0 5,1
237659,5600 5600 5600 32000 0 7 2 3 2 1,1
505310,14400 14400 14400 90000 1 11 4 10 1 5,1
284297,10000 10000 10000 41631 1 13 3 -1 0 5,1
802332,15000 15000 15000 185000 0 10 4 6 1 1,1
176618,35000 35000 35000 85500 1 18 0 10 0 1,1
815800,12000 12000 12000 36000 0 12 3 2 0 5,1
31035,14400 14400 14400 86000 1 11 4 2 2 1,1
936682,4000 4000 4000 48000 0 21 1 3 2 5,1
633847,8000 8000 7975 38000 0 11 4 10 2 1,1
996882,6400 6400 6400 70000 0 6 2 4 2 0,1
